,user_id,history_item_title,item_title,history_item_id,item_id,history_item_sid,item_sid
1143,A3261,"['Anytime Tools Dial Caliper 6"" / 150mm DUAL Reading Scale METRIC SAE Standard INCH MM', 'Neiko 01409A Electronic Digital Caliper with Extra Large LCD Screen | 0 - 12 Inches | Inch/Fractions/Millimeter Conversion', 'DuPont Teflon Non-Stick', 'Anytime Tools Premium 0-1"" /0.0001 MICROMETER Precision Machinist Tool', 'SPACECARE 4 Pack of 2"" Swivel Caster Blue Polyurethane Wheels Base with Brake Top Plate Double Ball']","Polycarbonate (PC) Sheet, Transparent Clear, Standard Tolerance, ASTM D3935, 0.093"" Thickness, 12"" Width, 24"" Length","[62, 84, 774, 1117, 2325]",107,"['<a_104><b_17><c_70>', '<a_104><b_186><c_66>', '<a_197><b_204><c_0>', '<a_104><b_52><c_119>', '<a_87><b_47><c_119>']",<a_17><b_62><c_60>
1144,A7277,"['HATCHBOX PLA 3D Printer Filament, Dimensional Accuracy +/- 0.03 mm, 1 kg Spool, 1.75 mm, Red']",uxcell 100 Pcs Zinc Plated Carbon Steel Rivet Nut Flat Head Insert Nutsert 1/4-20UNC,[1850],2130,['<a_223><b_198><c_182>'],<a_224><b_253><c_139>
1145,A4357,"['HATCHBOX PLA 3D Printer Filament, Dimensional Accuracy +/- 0.03 mm, 1 kg Spool, 1.75 mm, Red', 'Sprite Science 12 pcs LM8UU Linear Bearings for 3D Printer 8mm x 15mm x 24mm', 'Hilitchi 635 Pcs 40 Pin 2.54mm Pitch Single Row Pin Headers,Dupont Connector Housing Female,Dupont Male/Female Pin Connector Kit', 'HATCHBOX ABS 3D Printer Filament, Dimensional Accuracy +/- 0.03 mm, 1 kg Spool, 1.75 mm, Black', '2 Meters PTFE Teflon Bowden Tube 1.75 Filament 3D printer RepRap Rostock Kossel', 'PTFE Teflon Bowden Tube for 1.75 Filament (2.0mm ID/4.0mm OD) &ndash; White Connector Tubing for 3D Printer - 2.0 Meters', 'HATCHBOX PLA 3D Printer Filament, Dimensional Accuracy +/- 0.03 mm, 1 kg Spool, 1.75 mm, Green', 'ANYCUBIC 3D Printer Heating Controller MKS MOSFET for Heatbed Extruder MOS Module', 'HATCHBOX ABS 3D Printer Filament, Dimensional Accuracy +/- 0.03 mm, 1 kg Spool, 1.75 mm, Red', '4"" x 6"" 4 Mil (Heavy Duty) Plymor Brand Zipper Reclosable Storage Bags, DispenserBag Pack of 100']",SCStyle 5 Meters GT2 2mm Pitch 6mm Wide Timing Belt for 3D Printer CNC,"[1850, 2966, 2924, 2472, 2513, 2730, 164, 2726, 1695, 723]",3470,"['<a_223><b_198><c_182>', '<a_251><b_128><c_154>', '<a_73><b_244><c_79>', '<a_223><b_198><c_6>', '<a_158><b_138><c_227>', '<a_223><b_147><c_197>', '<a_223><b_20><c_165>', '<a_91><b_242><c_202>', '<a_223><b_121><c_15>', '<a_210><b_219><c_140>']",<a_23><b_192><c_221>
1146,A7036,"['HATCHBOX PLA 3D Printer Filament, Dimensional Accuracy +/- 0.03 mm, 1 kg Spool, 1.75 mm, Black']",Inland 1.75mm Orange PLA 3D Printer Filament - 1kg Spool (2.2 lbs),[562],3546,['<a_223><b_198><c_37>'],<a_158><b_72><c_76>
1147,A7460,"['3D Solutech Real Black 3D Printer PLA Filament 1.75MM Filament, Dimensional Accuracy +/- 0.03 mm, 2.2 LBS (1.0KG) - PLA175RBLK', '3D Solutech Real Grey 3D Printer PLA Filament 1.75MM Filament, Dimensional Accuracy +/- 0.03 mm, 2.2 LBS (1.0KG)', '3D Solutech Real Green 3D Printer PLA Filament 1.75MM Filament, Dimensional Accuracy +/- 0.03 mm, 2.2 LBS (1.0KG)', '3D Solutech Navy Blue 3D Printer PLA Filament 1.75MM Filament, Dimensional Accuracy +/- 0.03 mm, 2.2 LBS (1.0KG)', 'HATCHBOX PLA 3D Printer Filament, Dimensional Accuracy +/- 0.03 mm, 1 kg Spool, 1.75 mm, Gray', 'Gizmo Dorks 3D Print Removal Tool, 5-inch Blade', '3D Solutech Silver Metal 3D Printer PLA Filament 1.75MM Filament, Dimensional Accuracy +/- 0.03 mm, 2.2 LBS (1.0KG) - PLA175TCMS']","3D Solutech Natural Clear 1.75mm 3D Printer PLA Filament, Dimensional Accuracy +/- 0.03 mm, 2.2 LBS (1.0KG)","[3112, 2660, 3468, 2721, 2058, 2475, 2909]",2161,"['<a_223><b_80><c_3>', '<a_223><b_80><c_158>', '<a_223><b_246><c_0>', '<a_223><b_246><c_2>', '<a_223><b_198><c_34>', '<a_223><b_59><c_216>', '<a_223><b_80><c_84>']",<a_223><b_80><c_140>
1148,A7649,"['eSUN 3D 1.75mm PETG Black Filament 1kg (2.2lb), PETG 3D Printer Filament, 1.75mm Solid Opaque Black', 'Octave Tool Kit A for 3D Printer', 'Addicore 10 Pack Kapton Tape Sheets Polyimide 8"" X 11"" 0.06mm (2.4mil) Thick With Release Liner for 3D Printer', 'Filabot ABS 3D Printing Smoothing Pen']","eSUN 3D 1.75mm PETG Natural Filament 1kg (2.2lb), PETG 3D Printer Filament, Semi-Transparent 1.75mm Natural","[2703, 890, 2545, 3059]",1203,"['<a_223><b_126><c_0>', '<a_91><b_27><c_216>', '<a_79><b_121><c_12>', '<a_223><b_132><c_123>']",<a_223><b_126><c_7>
1149,A790,"['Senco 06A162P DuraSpin Number 6 by 1-5/8-Inch Drywall to Wood Collated Screw (1,000 per Box)', 'Neiko 10197A Titanium Step Drill Bit Set, High Speed Steel | 5-Piece Set | Total 50 Sizes', 'Ancor Marine Grade Electrical Heat Activated Adhesive Lined Shrink Tubing', 'Precision Brand B24HS All Stainless Worm Gear Hose Clamp, 1-1/16"" - 2"" (Pack of 10)', 'Industrial & Scientific"" />', 'VicTsing RJ45 RJ11 Cable Tester Network LAN Ethernet Phone Telephone Cable Tester Wire Tracker Scanning Device Wire Measuring Instrument', 'Covidien 5750 Curity Alcohol Prep, Sterile, Medium, 2-ply (Pack of 200)', 'Nicholson 5 Piece Hand File Set with Ergonomic Handles, American Pattern, 6"" Length, (2)-8"" length, (2)-10"" length', 'ABN 180 Piece SAE Rubber Grommet Assortment 7/8&rdquo;, 5/8&rdquo;, 5/16&rdquo;, 7/16&rdquo;, 3/8&rdquo;, &frac14;&rdquo;, &frac12;&rdquo;, and 1 Inch Sizes', 'Stainless Steel 316 Cast Pipe Fitting, 90 Degree Street Elbow, Class 150, 1"" NPT Male X Female']",Hornady 9991 One Shot Spray Case Lube with DynaGlide Plus (5 fl Oz Aerosol),"[1280, 248, 883, 1535, 1536, 709, 937, 1018, 1704, 2085]",889,"['<a_197><b_171><c_121>', '<a_224><b_237><c_164>', '<a_228><b_127><c_107>', '<a_71><b_242><c_145>', '<a_15><b_234><c_59>', '<a_211><b_236><c_65>', '<a_44><b_98><c_1>', '<a_193><b_240><c_7>', '<a_17><b_0><c_125>', '<a_108><b_222><c_170>']",<a_173><b_25><c_194>
1150,A7347,"['Gorilla Super Glue Gel, 20 Gram, Clear']",Inland 1.75mm Black PLA 3D Printer Filament - 1kg Spool (2.2 lbs),[1959],2912,['<a_165><b_210><c_108>'],<a_158><b_72><c_141>
1151,A2205,"['Madison Supply, Premium Quality Fluoride Coated Medical Scissors, EMT and Trauma Shears 2 pack', 'J-B Weld 8265S Original Cold-Weld Steel Reinforced Epoxy - 2 oz.', 'Krazy Glue KG82048SN Home & Office Super Glue, Single-Use Tubes, Fine Tip, 0.5 Grams, 4 Count, 0.017 oz', 'Gorilla Crystal Clear Duct Tape, 1.88&rdquo; x 9 yd, Clear, (Pack of 1)']","Nashua 2280 Polyethylene Coated Cloth Multi-Purpose Duct Tape, 55m Length x 48mm Width, Tan","[2913, 675, 1053, 175]",1174,"['<a_180><b_248><c_208>', '<a_165><b_59><c_69>', '<a_165><b_21><c_82>', '<a_202><b_52><c_97>']",<a_202><b_170><c_66>
1152,A1319,"['Hot Max 26182 Mandrel and Cut Off Wheel Kit, 1/4-Inch Arbors', 'Red Mushroom Emergency Stop Push Button Switch', 'iGaging ABSOLUTE ORIGIN 0-6"" Digital Electronic Caliper - IP54 Protection/Extreme Accuracy', 'Grizzly H5608 V-Block Pair with Clamps 1-5/8-Inch', 'Industrial & Scientific"" />']","AUTOTOOLHOME 1/8"" 3/16"" 1/4"" 5/16"" 3/8"" 1/2""high Speed Steel HSS 4 Flute Straight End Mill Cutter Set of 6","[1274, 2618, 266, 1067, 98]",1163,"['<a_193><b_46><c_186>', '<a_236><b_240><c_156>', '<a_104><b_60><c_152>', '<a_193><b_65><c_2>', '<a_15><b_155><c_49>']",<a_193><b_19><c_2>
1153,A7677,"['Senco L15BAB 18 Gauge by 1/4-inch Crown by 1-1/4-inch Length Electro Galvanized Staples (5,000 per box)', 'PORTER-CABLE (PBN18075-1) 18 Gauge Brad Nails, 3/4-Inch, 1000-Pack', 'PORTER-CABLE PNS18075 3/4-Inch, 18 Gauge Narrow Crown (1/4-Inch) Staple (5000-Pack)']","PORTER-CABLE PNS18050 1/2-Inch, 18 Gauge Narrow Crown (1/4-Inch) Staple (5000-Pack),PORTER-CABLE,PNS18050"" />","[224, 20, 356]",357,"['<a_42><b_74><c_252>', '<a_42><b_226><c_185>', '<a_42><b_226><c_0>']",<a_42><b_226><c_173>
1154,A6865,"['BuMat PLA 1.75mm, 1kg, 2.2lb Translucent Clear Natural Filament Printing Material Supply Spool for 3D Printer PLACR', 'HATCHBOX ABS 3D Printer Filament, Dimensional Accuracy +/- 0.03 mm, 1 kg Spool, 1.75 mm, Pink', 'High Temperature Tape 1/2"" Wide, Kapton No Residue Heat Tape for Sublimation and Heat Transfe', 'uxcell 10 Pcs 17mm x 6mm x 6mm Single Row Shielded Deep Groove Ball Bearing 606ZZ', 'XiKe 30012X (300 Qty) 1/2"" Steel Balls, Slingshot Ammo Steel shot - G100']",Woodstock W1038 4-Inch Quick Connect and Disconnect,"[3035, 3481, 3563, 3560, 3202]",90,"['<a_223><b_66><c_254>', '<a_223><b_198><c_249>', '<a_233><b_195><c_221>', '<a_251><b_207><c_52>', '<a_71><b_207><c_232>']",<a_108><b_92><c_217>
1155,A2803,"['Gardner Bender 10-145F 12-10 Female Terminal, 100 Pack, Yellow AWG', 'Gardner Bender 10-104 100PK Ring Terminal, 100 Pack, Blue', 'American Terminal E-FFB250N-100 16/14-Gauge Economy Nylon Fully-Insulated Female Quick Disconnects', 'American Terminal E-FFB250N-100 16/14-Gauge Economy Nylon Fully-Insulated Female Quick Disconnects', 'InstallGear 1/0 AWG Gauge Gold Ring Set Screw Battery Ring Terminals (4 Pack)']",PRO 1 Fuel Line Hose 1/4 Inch Inside Diameter X 25 Feet Length NRB/PVCC SAE30R6,"[1529, 1265, 417, 417, 2587]",416,"['<a_67><b_245><c_41>', '<a_67><b_49><c_7>', '<a_67><b_56><c_2>', '<a_67><b_56><c_2>', '<a_17><b_193><c_144>']",<a_228><b_75><c_44>
1156,A1347,"['Inland 1.75mm White PLA 3D Printer Filament - 1kg Spool (2.2 lbs)', 'BIQU GT2 20Teeth 5mm Bore Aluminum Timing Belt Idler Pulley for 3D Printer 6mm Width Timing Belt (Pack of 5pcs)', 'HATCHBOX PLA 3D Printer Filament, Dimensional Accuracy +/- 0.03 mm, 1 kg Spool, 1.75 mm, Red', 'HATCHBOX PLA 3D Printer Filament, Dimensional Accuracy +/- 0.03 mm, 1 kg Spool, 1.75 mm, White', 'Signswise 5pcs Reprap 24V 40W Ceramic Cartridge Heater for 3D Printer Prusa Mendel', 'Signswise 2 Pack 5mm 40T Extruder Driver Feeder Gear Bore for Makerbot Mk7 Mk8 3D Printer', 'HATCHBOX PETG 3D Printer Filament, Dimensional Accuracy +/- 0.05 mm, 1 kg Spool, 1.75 mm, White', 'XTC-3D High Performance 3D Print Coating, 6.4 Oz', '1.75mm Black PLA 3D Printer Filament - 1kg Spool (2.2 lbs) - Dimensional Accuracy +/- 0.03mm', '1.75mm White PLA 3D Printer Filament - 1kg Spool (2.2 lbs) - Dimensional Accuracy +/- 0.03mm']",1.75mm Yellow PLA 3D Printer Filament - 1kg Spool (2.2 lbs) - Dimensional Accuracy +/- 0.03mm,"[2734, 1755, 1850, 1847, 2735, 2736, 2737, 2738, 2739, 2740]",2741,"['<a_158><b_72><c_232>', '<a_159><b_251><c_245>', '<a_223><b_198><c_182>', '<a_223><b_20><c_170>', '<a_91><b_242><c_223>', '<a_159><b_19><c_56>', '<a_223><b_72><c_114>', '<a_223><b_201><c_2>', '<a_158><b_206><c_3>', '<a_158><b_206><c_184>']",<a_158><b_206><c_9>
1157,A7645,"['Barbariol 3 PCS NTC3950 Thermistors for RepRap 3D Printer Extruder or Heated Bed pre-wired with Teflon Insulated Wiring', 'Inland 1.75mm Blue PLA 3D Printer Filament - 1kg Spool (2.2 lbs)', 'HATCHBOX PLA 3D Printer Filament, Dimensional Accuracy +/- 0.03 mm, 1 kg Spool, 1.75 mm, Gray']",BIQU Heat Bed Power Module Expansion Hot Bed MOS Tube for 3D Printer,"[2927, 2932, 2058]",2744,"['<a_158><b_200><c_184>', '<a_158><b_72><c_219>', '<a_223><b_198><c_34>']",<a_158><b_232><c_28>
1158,A5469,['Hilitchi 100pcs 16-14 Gauge Butt Insulated Splice Terminals Electrical Wire Crimp Connectors (Blue / 16-14AWG)'],"Industrial & Scientific"" />",[3644],54,['<a_67><b_160><c_9>'],<a_15><b_206><c_230>
1159,A6607,"['Shop Fox D4082 4-Inch Cross-Sliding Vise', 'E-Projects EPC-102 43 Value Resistor Kit, 1 Ohm - 10M Ohm (Pack of 1075)', 'Remington Industries 26UL1007STRKIT UL1007 26 AWG Gauge Stranded Hook-Up Wire Kit, 300V, 0.0190"" Diameter, 25\' Length', '3D Solutech See Through Blue 1.75mm PETG 3D Printer Filament 2.2 LBS (1.0KG)']",Inland 1.75mm Black PLA 3D Printer Filament - 1kg Spool (2.2 lbs),"[2073, 735, 2985, 3547]",2912,"['<a_193><b_37><c_145>', '<a_73><b_56><c_12>', '<a_67><b_152><c_55>', '<a_223><b_187><c_18>']",<a_158><b_72><c_141>
1160,A4883,"['AcuRite 00613 Humidity Monitor with Indoor Thermometer, Digital Hygrometer and Humidity Gauge Indicator']","AcuRite 00613 Humidity Monitor with Indoor Thermometer, Digital Hygrometer and Humidity Gauge Indicator",[181],181,['<a_107><b_93><c_0>'],<a_107><b_93><c_0>
1161,A4897,"[""VenTech VT DUCT-6 VTD625 Aluminum Duct for Ventilation Ducting, 6''"", 'AcuRite 00613 Humidity Monitor with Indoor Thermometer, Digital Hygrometer and Humidity Gauge Indicator', 'AcuRite 00613 Humidity Monitor with Indoor Thermometer, Digital Hygrometer and Humidity Gauge Indicator']","AcuRite 00613 Humidity Monitor with Indoor Thermometer, Digital Hygrometer and Humidity Gauge Indicator","[2938, 181, 181]",182,"['<a_228><b_79><c_40>', '<a_107><b_93><c_0>', '<a_107><b_93><c_0>']",<a_107><b_93><c_0>
1162,A1833,"['SOLOOP 280Pcs Assorted F/M Crimp Connectors Spade Terminal Insulated Electrical Wire Connector Kit Set', 'uxcell 10 Pcs G5T16-E1Z200A06 Miniature Micro Limit Switch Long Hinge Roller Lever Arm SPDT Snap Action LOT', 'Kreg SML-C125-500 1-1/4-Inch #8 Coarse Pocket Hole Screws with Washer-Head, 500-Pack', 'Wago Wire Connector 600 V Clear 4 Conductor 100 / Box', 'X-Treme Tape TPE-X36ZLB Silicone Rubber Self Fusing Tape, 1"" x 36\', Triangular, Black', 'Bar Neodymium Magnet 3""x1/2""x1/4"" - Rare Earth Rectangle Magnet for Craftings, School Projects and Magnetic Therapy, One Pack', 'Etekcity Lasergrip 1080 Non-Contact Digital Laser Infrared Thermometer Temperature Gun -58~1022 (-50550), Yellow and Black']","Colormetrics Gray Putty Tape / Butyl Tape 1/8"" x 1"" x 30' (Single Roll)","[1328, 3091, 3, 106, 450, 2236, 338]",694,"['<a_67><b_69><c_174>', '<a_236><b_108><c_189>', '<a_224><b_163><c_184>', '<a_67><b_46><c_150>', '<a_202><b_198><c_80>', '<a_17><b_95><c_238>', '<a_107><b_90><c_50>']",<a_244><b_221><c_2>
1163,A7684,"['6061 Aluminum Round Rod, Unpolished (Mill) Finish, Extruded, T6511 Temper, ASTM B221, 2-1/4"" Diameter, 12"" Length']","6061 Aluminum Round Rod, Unpolished (Mill) Finish, Extruded, T6511 Temper, ASTM B221, 1/4"" Diameter, 60"" Length",[1153],1154,['<a_251><b_198><c_140>'],<a_251><b_198><c_114>
1164,A7683,"['6061 Aluminum Round Rod, Unpolished (Mill) Finish, Extruded, T6511 Temper, ASTM B221, 2-1/4"" Diameter, 12"" Length']","6061 Aluminum Round Rod, Unpolished (Mill) Finish, Extruded, T6511 Temper, ASTM B221, 1/4"" Diameter, 60"" Length",[1153],1154,['<a_251><b_198><c_140>'],<a_251><b_198><c_114>
1165,A7481,"['Inland 1.75mm Blue PLA 3D Printer Filament - 1kg Spool (2.2 lbs)', 'Inland 1.75mm Gray PLA 3D Printer Filament - 1kg Spool (2.2 lbs)', 'Micro Swiss MK10 All Metal Hotend Kit .4mm Nozzle WANHAO, FlashForge, Dremel Idea Builder', 'Smartbuy 1.75mm Orange PLA 3D Printer Filament - 1kg Spool/Roll (2.2 lbs) - Dimensional Accuracy +/- 0.05mm']","3D Solutech Real Black 3D Printer PLA Filament 1.75MM Filament, Dimensional Accuracy +/- 0.03 mm, 2.2 LBS (1.0KG) - PLA175RBLK","[2932, 2979, 2500, 2758]",3112,"['<a_158><b_72><c_219>', '<a_158><b_72><c_88>', '<a_91><b_10><c_71>', '<a_223><b_96><c_44>']",<a_223><b_80><c_3>
1166,A2208,"['J-B Weld 8265S Original Cold-Weld Steel Reinforced Epoxy - 2 oz.', 'Accessbuy 180-Piece Rubber Grommet Shop Assortment', 'TapeCase CFL-5CA Conductive Copper Foil 3/4"" x 6yds (1 Roll)', 'TapeCase Silver Aluminum Foil Tape with Conductive Acrylic Adhesive, Converted from 3M 1120, 36 yd Length, 0.313"" Width, Roll']","Plymor 4"" x 4"", 4 Mil (Pack of 500) Heavy Duty Plastic Reclosable Zipper Bags","[675, 1286, 2543, 2531]",2584,"['<a_165><b_59><c_69>', '<a_71><b_201><c_34>', '<a_202><b_119><c_147>', '<a_202><b_10><c_207>']",<a_210><b_219><c_7>
1167,A1091,"['Pro Series 1400750340 6"" Caster', 'Millrose 62850 Power-Deuce Brushing Tool Set', 'Uxcell a10073000ux0031 2 Pcs 8 Position Double Row Screw Terminal Covered Barrier Strip 600V 25A', 'Apache 44048748Female Metric x 3/8"" Quick Disconnect Socket/Plug Pressure Washer Adapter Set']",Insta-cure gap filling 2oz Bob Smith Ind.,"[801, 2455, 502, 1178]",1138,"['<a_52><b_55><c_53>', '<a_24><b_21><c_233>', '<a_73><b_9><c_0>', '<a_108><b_142><c_206>']",<a_99><b_219><c_2>
