,user_id,history_item_title,item_title,history_item_id,item_id,history_item_sid,item_sid
1143,A7477,"['Inland 1.75mm Pink PLA 3D Printer Filament - 1kg Spool (2.2 lbs)', 'E3D Lite6 Full Kit - 1.75mm Universal (Direct) (12v)']","3D Solutech Silver Metal 3D Printer PLA Filament 1.75MM Filament, Dimensional Accuracy +/- 0.03 mm, 2.2 LBS (1.0KG) - PLA175TCMS","[2718, 3652]",2909,"['<a_158><b_72><c_220>', '<a_91><b_243><c_136>']",<a_223><b_80><c_84>
1144,A4891,"['AcuRite 00613 Humidity Monitor with Indoor Thermometer, Digital Hygrometer and Humidity Gauge Indicator']","AcuRite 00613 Humidity Monitor with Indoor Thermometer, Digital Hygrometer and Humidity Gauge Indicator",[181],181,['<a_107><b_93><c_0>'],<a_107><b_93><c_0>
1145,A7077,"['Monoprice ABS 3D Printer Filament - White - 1kg Spool, 1.75mm Thick | For All ABS Compatible Printers']",2 Meters PTFE Teflon Bowden Tube 1.75 Filament 3D printer RepRap Rostock Kossel,[2156],2513,['<a_223><b_78><c_229>'],<a_158><b_138><c_227>
1146,A6526,"['Grip 8 pc Carbide Rotary Burr Set', 'Shark Navigator Lift-Away Professional NV356E', 'Gorilla Super Glue, Two 3 Gram Tubes, Clear']","WD-40&nbsp;Multi-Use Product Non-Aerosol Trigger Pro, 20 OZ [12 Pack]","[1548, 26, 204]",2797,"['<a_193><b_113><c_65>', '<a_24><b_116><c_155>', '<a_165><b_52><c_191>']",<a_173><b_94><c_100>
1147,A1493,"['microtivity IL188 5mm Assorted Clear LED w/Resistors (8 Colors, Pack of 80)', 'Intertape Polymer Group 9970 Indoor Carpet Tape 1.88-Inches x 36-Yards', 'Karlling Large Syringe for Nutrient Measuring 80cm Handy Tube', 'J-B Weld 8276 KwikWeld Quick Setting Steel Reinforced Epoxy - 2 oz.', 'Torin Big Red Hydraulic Bottle Jack, 50 Ton Capacity', 'Camco 4ft TastePURE Drinking Water Hose - Lead and BPA Free, Reinforced for Maximum Kink Resistance,  1/2""Inner Diameter (22763)', 'Monoprice Hook & Loop Fastening Tape 5 yard/roll, 0.75-inch - Blue (105830)', 'Swan 0100003 99% Isopropyl Alcohol Antiseptic Solution, 16 oz. (Pack of 12)', 'Gardner Bender 07315001126 LTB-400 Liquid Electrical Tape, Easy-on, Waterproof, Indoor/Outdoor Use, 4 Oz. Jar, Black, Bottle', 'Adenna DLG675 Dark Light 9 mil Nitrile Powder Free Exam Gloves (Black, Medium) Box of 100']","Gorilla Super Glue Gel, 20 Gram, Clear","[734, 436, 2209, 326, 381, 152, 151, 1458, 23, 1043]",1959,"['<a_73><b_231><c_56>', '<a_202><b_175><c_175>', '<a_17><b_165><c_187>', '<a_165><b_59><c_20>', '<a_87><b_37><c_190>', '<a_228><b_113><c_68>', '<a_68><b_98><c_239>', '<a_44><b_122><c_52>', '<a_202><b_100><c_73>', '<a_44><b_71><c_57>']",<a_165><b_210><c_108>
1148,A126,"['Rubbermaid Commercial Products FG263100GRAY Rubbermaid Commercial Round Brute Container Lid, Gray, 32G', 'Rubbermaid Commercial BRUTE Heavy-Duty Round Waste/Utility Container with Venting Channels, 20-gallon, Gray (FG262000GRAY)', 'Rubbermaid Commercial BRUTE Heavy-Duty Round Waste/Utility Container with Venting Channels, 20-gallon, Gray (FG262000GRAY)', 'AcuRite 00613 Humidity Monitor with Indoor Thermometer, Digital Hygrometer and Humidity Gauge Indicator']","AcuRite 00613 Humidity Monitor with Indoor Thermometer, Digital Hygrometer and Humidity Gauge Indicator","[526, 119, 119, 181]",181,"['<a_210><b_156><c_215>', '<a_210><b_156><c_39>', '<a_210><b_156><c_39>', '<a_107><b_93><c_0>']",<a_107><b_93><c_0>
1149,A3275,"['Neiko 01409A Electronic Digital Caliper with Extra Large LCD Screen | 0 - 12 Inches | Inch/Fractions/Millimeter Conversion', 'Barbariol 3 PCS NTC3950 Thermistors for RepRap 3D Printer Extruder or Heated Bed pre-wired with Teflon Insulated Wiring', '1 Mil Kapton Tape (Polyimide) - 1"" x 36 yds', 'HATCHBOX PLA 3D Printer Filament, Dimensional Accuracy +/- 0.03 mm, 1 kg Spool, 1.75 mm, White', '6-36VDC 4mm Detecting Distance NO Inductive Proximity Switch LJ12A3-4-Z/BY', 'Rosiness 180Pcs M3 Nylon Hex Spacers Screw Nut Stand-off Plastic Accessories Assortment Black', 'SummitLink 415 Pcs Black Assorted Heat Shrink Tube 10 Sizes Tubing Wrap Sleeve Set Combo', 'Hilitchi 210pcs M3 Stainless Steel Hex Socket Head Cap Screws Nuts Assortment Kit with Box (M3)', 'SCStyle 5 Meters GT2 2mm Pitch 6mm Wide Timing Belt for 3D Printer CNC', 'POWERTEC 71007 110/220V Paddle Switch']",POR-15 40204 Metal Prep - 1 quart,"[84, 2927, 1403, 1847, 3499, 2482, 1681, 2733, 3470, 1923]",46,"['<a_104><b_186><c_66>', '<a_158><b_200><c_184>', '<a_79><b_243><c_12>', '<a_223><b_20><c_170>', '<a_236><b_164><c_133>', '<a_224><b_218><c_4>', '<a_228><b_45><c_67>', '<a_224><b_153><c_5>', '<a_23><b_192><c_221>', '<a_236><b_233><c_16>']",<a_173><b_82><c_3>
1150,A7680,"['Anderson Metals 56101 Brass Pipe Fitting, Barstock Tee, 1/4"" x 1/4"" x 1/4"" NPT Female Pipe', 'Tru-Flate 21-143 1/4"" NPT Male Fitting x 3/8"" ID Hose Barb Type Fitting', 'Hanson 1903ZR Tap 1/4""-18Npt Taper, for Tap Die Extraction', 'White SiliconeTubing, 1/2""ID, 3/4""OD, 1/8""Wall, 25\' Length', 'White SiliconeTubing, 3/16""ID, 1/4""OD, 1/32"" Wall, 10\' Length']","Century Drill and Tool 97205 Plug Hand Pipe Tap, 3/4-14 NPT","[1767, 364, 2870, 93, 94]",1376,"['<a_108><b_1><c_65>', '<a_108><b_160><c_177>', '<a_224><b_3><c_251>', '<a_228><b_158><c_82>', '<a_228><b_158><c_11>']",<a_224><b_88><c_115>
1151,A3289,"['Hot Max 26009 Reducing Bushings for 3/4-Inch and 1-Inch Wide Wheels', 'HBD Thermoid NBR/PVC SAE30R6 Fuel Line Hose, 3/8"" x 25\' Length, 0.375"" ID, Black', 'HBD Thermoid NBR/PVC SAE30R6 Fuel Line Hose, 5/16"" x 25\' Length, 0.3125"" ID, Black', 'Dow Corning 4 Electrical Insulating Compound 5.3 Oz (150 g) Tube', 'Stanley TRA700BN Heavy-Duty Staple & Brad Assortment, 2500-Pack', 'Devcon 12045 Premium Silicone Adhesive - 1.76 oz.']","Kano Aerokroil Penetrating Oil, 10 oz. aerosol (AEROKROIL)","[904, 850, 2302, 2658, 331, 3430]",348,"['<a_251><b_130><c_24>', '<a_79><b_169><c_0>', '<a_228><b_169><c_207>', '<a_244><b_150><c_33>', '<a_42><b_112><c_143>', '<a_244><b_243><c_119>']",<a_173><b_149><c_147>
1152,A6615,"['Anytime Tools 48 pc HEAT SHRINK TUBING WRAP SLEEVES ASSORTED SIZES', 'Inland 1.75mm White PLA 3D Printer Filament - 1kg Spool (2.2 lbs)', 'E-Projects EPC-103 16 Value Resistor Kit, 10 Ohm - 1M Ohm (Pack of 400)', 'HATCHBOX PLA 3D Printer Filament, Dimensional Accuracy +/- 0.03 mm, 1 kg Spool, 1.75 mm, Green']","HATCHBOX PETG 3D Printer Filament, Dimensional Accuracy +/- 0.03 mm, 1 kg Spool, 1.75 mm, Purple","[399, 2734, 1601, 164]",3040,"['<a_228><b_187><c_137>', '<a_158><b_72><c_232>', '<a_73><b_56><c_30>', '<a_223><b_20><c_165>']",<a_223><b_72><c_250>
1153,A6689,"['Gardner Bender DS-110N Duct Seal, 1 lb. Pug', 'HATCHBOX 3D ABS-1KG1.75-BLU ABS 3D Printer Filament, Dimensional Accuracy +/- 0.03 mm, 1 kg Spool, 1.75 mm, Blue', 'HATCHBOX ABS 3D Printer Filament, Dimensional Accuracy +/- 0.03 mm, 1 kg Spool, 1.75 mm, Black', 'HATCHBOX PLA 3D Printer Filament, Dimensional Accuracy +/- 0.03 mm, 1 kg Spool, 1.75 mm, White']","SainSmart Clear Flexible TPU 3D Printing Filament, 1.75 mm, 0.8 kg, Dimensional Accuracy +/- 0.05 mm","[3024, 2419, 2472, 1847]",2544,"['<a_170><b_218><c_244>', '<a_223><b_198><c_3>', '<a_223><b_198><c_6>', '<a_223><b_20><c_170>']",<a_223><b_86><c_176>
1154,A3298,"['T&uuml;rlen Test Dial Indicator Holder Quill Clamp For Bridgeport Mill Machine Clamping Diameter 1-7/8', 'Brown & Sharpe 599-792-30 Adjustable Spring Tensioned Tap Guide', 'Super Lube 51004 Synthetic Oil with PTFE, High Viscosity, 4 oz Bottle', 'Mitutoyo 293-340 Digimatic Outside Micrometer, 0-1"" Range, 0.00005""/0.001mm Resolution, IP65, No Output, with Ratchet', 'iGaging ABSOLUTE ORIGIN 0-6"" Digital Electronic Caliper - IP54 Protection/Extreme Accuracy', 'iGaging 100-D68 Caliper Depth Base T-Bar Attachment for Dial/Digital/Vernier Calipers, 4"", 6"", 8"", 12', 'Kano Aerokroil Penetrating Oil, 10 oz. aerosol (AEROKROIL)', 'RhinoGear 11909ABMI RhinoRamps Vehicle Ramp - Set of 2 (12,000lb. GVW Capacity)', 'Noga NG8150 Heavy Duty Deburr Tool, with 10 S10 blades', 'Kimberly-Clark Professional Kimtech Science KimWipes Delicate Task Wipers, 4.4 x 8.4 in. 1-ply']","Kimberly-Clark Professional Kimtech Science KimWipes Delicate Task Wipers, 4.4 x 8.4 in. 1-ply","[1980, 66, 1182, 878, 266, 1870, 348, 56, 2106, 513]",513,"['<a_104><b_205><c_236>', '<a_104><b_185><c_92>', '<a_173><b_60><c_25>', '<a_17><b_180><c_1>', '<a_104><b_60><c_152>', '<a_104><b_7><c_204>', '<a_173><b_149><c_147>', '<a_87><b_242><c_131>', '<a_193><b_113><c_174>', '<a_210><b_12><c_10>']",<a_210><b_12><c_10>
1155,A4210,"['Ancor Tinned Copper Lugs 8 AWG - 4/0 AWG', 'Ancor Heat Shrink Ring Terminals', 'Ancor Heat Shrink Ring Terminals', 'Hillman 830502 Flat Washer, Stainless-Steel', 'CO RODE M4 M5 M6 Stainless Steel Hex Head Bolts Nuts Washers Screws Assortment Kit - 304 Stainless Steel', 'Fenix Remote Switch (TK12, TA20, TA21)', 'GT-5000 (3 strips) Grip Tape for guns, cell phones, cameras, knives, tools - makes anything""Grippy"".', 'Super Lube 51004 Synthetic Oil with PTFE, High Viscosity, 4 oz Bottle', 'SE Forceps, Straight 12"" + Curved 12', 'Heat Shrink Tape Black 180 foot']",TEKTON 4-Inch Drill Press Vise | 53994,"[217, 3209, 3210, 406, 3574, 2860, 143, 1182, 1116, 174]",1119,"['<a_17><b_217><c_0>', '<a_67><b_199><c_0>', '<a_67><b_199><c_0>', '<a_224><b_209><c_0>', '<a_224><b_153><c_211>', '<a_236><b_158><c_27>', '<a_122><b_225><c_182>', '<a_173><b_60><c_25>', '<a_42><b_168><c_191>', '<a_17><b_187><c_201>']",<a_193><b_237><c_76>
1156,A4013,"['Set of 10, LM555 LM555CN (IC TIMER) (8 pins DIP)', 'KORAD KA3005P - Programmable Precision Variable Adjustable 30V, 5A DC Linear Power Supply Digital Regulated Lab Grade', 'Fluke TP1 Slim-Reach Flat Blade Test Probe with Stainless Steel Tip, 1000V Voltage, 10A Current', 'FlashForge HP-00057 Platform Sticker for Creator Pro and Dreamer, 6 Pcs Kit (Pack of 6)', 'Elegoo HC-SR04 Ultrasonic Module Distance Sensor for Arduino UNO MEGA2560 Nano Robot XBee ZigBee, Set of 5', 'HATCHBOX PLA 3D Printer Filament, Dimensional Accuracy +/- 0.03 mm, 1 kg Spool, 1.75 mm, Blue', 'FlashForge FFH001 2 Nozzles and 4 Teflon Tubes kit for FlashForge Creator Pro and Dreamer (Pack of 6)', 'FLIR TG165 Spot Thermal Camera']",Rigol ADP0150BNC 50 Ohm Impedance Adapter,"[3077, 1312, 388, 3014, 2882, 50, 3542, 1273]",2622,"['<a_30><b_49><c_47>', '<a_30><b_41><c_96>', '<a_211><b_102><c_167>', '<a_91><b_227><c_51>', '<a_158><b_111><c_154>', '<a_223><b_198><c_36>', '<a_91><b_45><c_168>', '<a_107><b_68><c_7>']",<a_36><b_55><c_8>
1157,A1154,"['Geatex GXMT55 Non-Contact Infrared Thermometer with Laser Targeting', 'Kreg SML-C125-100 1-1/4-Inch 8-Coarse Washer-Head Pocket Screws, 100-Count', 'Kreg SML-C125-500 1-1/4-Inch #8 Coarse Pocket Hole Screws with Washer-Head, 500-Pack', 'ABN 180 Piece SAE Rubber Grommet Assortment 7/8&rdquo;, 5/8&rdquo;, 5/16&rdquo;, 7/16&rdquo;, 3/8&rdquo;, &frac14;&rdquo;, &frac12;&rdquo;, and 1 Inch Sizes']",AKRON PRODUCTS C-84 Floor Jack,"[2524, 387, 3, 1704]",2525,"['<a_107><b_101><c_175>', '<a_224><b_163><c_173>', '<a_224><b_163><c_184>', '<a_17><b_0><c_125>']",<a_87><b_13><c_190>
1158,A7496,"['3D Solutech Real Black 3D Printer PLA Filament 1.75MM Filament, Dimensional Accuracy +/- 0.03 mm, 2.2 LBS (1.0KG) - PLA175RBLK', '3D Solutech Real White 3D Printer PLA Filament 1.75MM Filament, Dimensional Accuracy +/- 0.03 mm, 2.2 LBS (1.0KG)', '3D Solutech Real Blue 3D Printer PLA Filament 1.75MM Filament, Dimensional Accuracy +/- 0.03 mm, 2.2 LBS (1.0KG) - ST176BLPLA', '3D Solutech Real Green 3D Printer PLA Filament 1.75MM Filament, Dimensional Accuracy +/- 0.03 mm, 2.2 LBS (1.0KG)', '3D Solutech Blue 3D Printer Ultra PLA Filament 1.75MM Filament, Dimensional Accuracy +/- 0.03 mm, 2.2 LBS (1.0KG)']","3D Solutech Real Red 3D Printer PLA Filament 1.75MM, Dimensional Accuracy +/- 0.03 mm, 2.2 LBS (1.0KG) - RA-I00I-DQUY","[3112, 2697, 3522, 3468, 2993]",3466,"['<a_223><b_80><c_3>', '<a_223><b_80><c_159>', '<a_223><b_80><c_11>', '<a_223><b_246><c_0>', '<a_223><b_80><c_128>']",<a_223><b_80><c_165>
1159,A875,"['E6000 230022 Medium Viscosity Auto/Industrial Adhesive, 3.7 fl oz', 'Woodstock D4160 110-Volt Paddle Switch', 'Supco ST01 Stainless Steel Pocket Dial Thermometer, 5"" Stem, 1"" Dial, -40 to 160 Degrees F', ""Supco RCO810 3 n' 1 START Hard Start Kit"", 'Anderson Powerpole Contacts 45 Amp Quantity 30 Fast Shipping Authorized Dealer', 'Nubee Non-Contact Digital Laser Infrared Thermometer Temperature Gun -58 &deg;F - 1022&deg;F(-50&deg;C - 550&deg;C) MAX Display, EMS Adjustable Function, Orange', 'HDPE (High Density Polyethylene) Sheet, Opaque Off-White, Standard Tolerance, ASTM D4976-245, 0.125"" Thickness, 12"" Width, 24"" Length', 'HDPE (High Density Polyethylene) Sheet, Opaque Off-White, Standard Tolerance, ASTM D4976-245, 0.250"" Thickness, 12"" Width, 12"" Length', 'Fluke TL71 Premium Test Lead Set, Right Angle', 'Scotch Heavy Duty Shipping Packaging Tape, 3"" Core, 1.88"" x 54.6 Yards, 6-Rolls (3850-6)']","Gorilla Gripper 'GP' 0 to 3/4"" (0 to 22mm)","[2050, 1347, 2226, 1777, 2227, 620, 499, 500, 961, 77]",1194,"['<a_165><b_221><c_145>', '<a_236><b_7><c_56>', '<a_107><b_168><c_7>', '<a_109><b_109><c_31>', '<a_67><b_142><c_149>', '<a_107><b_133><c_57>', '<a_79><b_114><c_225>', '<a_17><b_62><c_235>', '<a_197><b_99><c_69>', '<a_202><b_162><c_47>']",<a_159><b_43><c_162>
1160,A5925,"['ZJchao 10 pieces Tungsten Carbide Rotary Burr SET 1/8"" shank [Misc.]', 'URBESTAC 250V 5A SPDT 1NO 1NC Momentary Hinge Roller Lever Micro Switches 3 Pins 10 Pcs', 'E-Projects EPC-103 16 Value Resistor Kit, 10 Ohm - 1M Ohm (Pack of 400)', 'Industrial & Scientific"" />', 'Industrial & Scientific"" />', 'Black Plastic Drag Chain Cable Carrier 10 x 15mm for CNC Router Mill', 'E-Projects 100EP514100R 100 Ohm Resistors, 1/4 W, 5% (Pack of 100)', '3D Solutech Teal Blue 3D Printer PLA Filament 1.75MM Filament, Dimensional Accuracy +/- 0.03 mm, 2.2 LBS (1.0KG)', 'Inland 1.75mm Black PLA 3D Printer Filament - 1kg Spool (2.2 lbs)']","HATCHBOX PLA 3D Printer Filament, Dimensional Accuracy +/- 0.03 mm, 1 kg Spool, 1.75 mm, White","[265, 3304, 1601, 3573, 3661, 2429, 2392, 1552, 2912]",1847,"['<a_193><b_113><c_101>', '<a_236><b_33><c_2>', '<a_73><b_56><c_30>', '<a_15><b_103><c_136>', '<a_15><b_234><c_196>', '<a_159><b_209><c_99>', '<a_73><b_224><c_218>', '<a_223><b_80><c_114>', '<a_158><b_72><c_141>']",<a_223><b_20><c_170>
1161,A5918,"['Pentek 151122 OR-100 Buna-N O-ring for Big Blue Housings', 'Gizmo Dorks 3mm (2.85mm) ABS Filament 1kg / 2.2lb for 3D Printers, Black', 'Gizmo Dorks 3mm (2.85mm) ABS Filament 1kg / 2.2lb for 3D Printers, White', 'LulzBot TAZ 4 3D Printer', 'uxcell Metric Taps M2 Pitch 3 Flutes H2 Thread Plug Tap HSS for Clocks and Watches DIY', 'Vermont American 21152 14MM-1.25 High Carbon Steel Metric Spark Plug Tap', 'eSUN 1.75mm Black PLA PRO (PLA+) 3D Printer Filament 1KG Spool (2.2lbs), Black']",M3 x 10mm Alloy Steel Hex Bolt Socket Head Cap Screws Black 100 Pcs,"[1439, 3461, 3462, 2239, 1690, 2902, 1206]",2336,"['<a_52><b_209><c_125>', '<a_223><b_159><c_2>', '<a_223><b_159><c_132>', '<a_223><b_30><c_177>', '<a_224><b_176><c_243>', '<a_224><b_125><c_131>', '<a_158><b_245><c_180>']",<a_224><b_208><c_205>
1162,A3527,"['Yonisun Sound Dampening Door Bumpers, 1/2"" Diameter, Sheet of 100', 'JawayTool Rubber Grommets Kit & Plug Wire Ring Assortment Set Electrical Gasket Tools - 180 - Pieces', 'Gardner Bender 07315001126 LTB-400 Liquid Electrical Tape, Easy-on, Waterproof, Indoor/Outdoor Use, 4 Oz. Jar, Black, Bottle', 'PneumaticPlus PSL15-160 Pressure Gauge, Lower Mount, 1-1/2"" Dial, 0-160 PSI, 1/8"" NPT', 'Etekcity Lasergrip 1080 Non-Contact Digital Laser Infrared Thermometer Temperature Gun -58~1022 (-50550), Yellow and Black', 'Handi-Bag HAB6FW130 Super Value Pack, 8gal, 0.6mil, 22 x 24, White (Box of 130)']","SE 82331TF 30-Piece Set of Titanium-Coated Diamond Burrs, Grits 120-150","[1406, 1065, 23, 661, 338, 2262]",1255,"['<a_17><b_33><c_172>', '<a_71><b_244><c_200>', '<a_202><b_100><c_73>', '<a_229><b_169><c_129>', '<a_107><b_90><c_50>', '<a_210><b_29><c_50>']",<a_193><b_203><c_191>
