,user_id,history_item_title,item_title,history_item_id,item_id,history_item_sid,item_sid
10,A2745,"['Anderson Metals 56101 Brass Pipe Fitting, Barstock Tee, 1/4"" x 1/4"" x 1/4"" NPT Female Pipe', 'Anderson Metals Brass Threaded Pipe Fitting, Hex Bushing, 3/4"" Male x 1/2"" Female', 'Control Devices ST Series Brass ASME Safety Valve, 150 psi Set Pressure, 1/4"" Male NPT', 'Rectorseal 31631 1/4 Pint Brush Top Tru-Blu&nbsp;Pipe Thread Sealant', 'Stainless Steel 304 Cast Pipe Fitting, Hex Bushing, Class 150, 1"" NPT Male X 1/2"" NPT Female', 'Red Brass Pipe Fitting, Nipple, Schedule 40 Seamless, 1/4"" NPT Male X 4"" Length', 'Ribbed Plastic Drywall Anchor Kit with Screws and Masonry Drill Bit, #10-12 x 1', 'Karter Scientific 213A2 Borosilicate Glass Low Form Glass Beaker, 50/100/250/500/1000 mL (Pack of 5)']","213C2 Karter Scientific Glass Graduated Cylinder 3 Piece Set 10, 50 & 100ml","[1767, 979, 2228, 3290, 2861, 2233, 569, 232]",824,"['<a_108><b_1><c_65>', '<a_108><b_133><c_0>', '<a_197><b_200><c_115>', '<a_244><b_151><c_12>', '<a_108><b_146><c_214>', '<a_108><b_42><c_24>', '<a_224><b_104><c_43>', '<a_94><b_163><c_50>']",<a_94><b_75><c_129>
11,A2564,"['Pack of 12 3/8"" - 24 Fittings for 3/16"" tube', 'Anderson Metals Brass Pipe Fitting, 45 Degree Barstock Street Elbow, 1/8"" Female Pipe x 1/8"" Male Pipe', 'Electronics-Salon 20PCS Double-Side Prototype Board PCB, FR-4 Glass Fiber(50x70mm 5PCS, 40x60mm 5PCS, 30x70mm 5PCS, 20x80mm 5PCS)', '2W Metal Film Resistor Assorted Kit 1% tolerance 30Values 300pcs', 'Gardner Bender GHG-1538 5PK 3/8"" Grommet, Black', 'Ancor Heat Shrink Ring Terminals', 'Ancor Heat Shrink Ring Terminals', 'Irwin Tools 2629- 3 Piece High Carbon Steel- Tap 5/16"" - 24 NF', 'Anderson Metals 56115 Brass Pipe Fitting, Hex Drive Countersunk Plug, 3/8"" NPT Male Pipe', 'Eaton Weatherhead 3750X4 Brass CA360 Fitting, Street Tee, 1/4""NPT Female x NPT Male x NPT Female']",B and K Industries D08050P 1/2-Inch OD by 50-Feet Copper Tubing,"[3119, 2468, 3332, 2613, 2671, 3209, 3210, 1152, 2428, 2042]",1027,"['<a_108><b_253><c_213>', '<a_108><b_1><c_3>', '<a_158><b_255><c_165>', '<a_73><b_183><c_171>', '<a_71><b_49><c_117>', '<a_67><b_199><c_0>', '<a_67><b_199><c_0>', '<a_224><b_140><c_169>', '<a_108><b_17><c_246>', '<a_158><b_147><c_66>']",<a_228><b_114><c_97>
12,A4436,"['ITW Brands 25350#50 Plastic Dry Anchor', 'Amprobe IR-712 Infrared Thermometer - 0F to 1022F, 12:1', 'Spinbrush Truly Radiant Soft Powered Toothbrush (Colors May Vary)', 'Pro Tapes PRO-46/BLK260 PRO-46 Colored Masking Tape: 2"" x 60 yd, Black', 'Duda Energy borp1 Fine Powder Boric Acid H3BO3 99, 1 lb. (Packaging may vary)']","Gorilla 2 Part Epoxy, 5 Minute Set, .85 ounce Syringe, Clear","[722, 2700, 778, 3100, 1304]",57,"['<a_224><b_196><c_234>', '<a_107><b_185><c_32>', '<a_24><b_26><c_205>', '<a_202><b_62><c_103>', '<a_173><b_22><c_11>']",<a_165><b_247><c_68>
13,A7692,"['RiteBrew Rubber Stopper - Size 10 - Drilled', 'Home Brew Ohio 6382a Pectic Enzyme (powder) - 1 lb.', 'Acid Blend - 8 oz.', 'Red Star Cote des Blancs Wine Yeast, 5 Gram - 10-Pack']",1 X Bronze PVC Shrink Capsules- 30 Per Bag,"[1324, 1727, 1715, 1896]",3424,"['<a_14><b_216><c_46>', '<a_150><b_81><c_248>', '<a_150><b_48><c_173>', '<a_150><b_50><c_12>']",<a_150><b_209><c_30>
14,A6199,"['PORTER-CABLE PNS18100-1 1-Inch 18 Gauge Narrow Crown Staple, 1000-Pack', 'Mill-Rose 70887 Blue Monster PTFE Pipe Thread Sealant Tape, 1-Inch x 1429-Inches, Blue']","Pratt PRA0008 100% Recycled Corrugated Cardboard Box, 6"" Length x 6"" Width x 4"" Height, Kraft pack of 25","[358, 350]",3167,"['<a_42><b_226><c_3>', '<a_170><b_10><c_12>']",<a_210><b_74><c_85>
15,A6640,"['Inkbird ITC-1000 Dual Stage Digital Temperature Controller Fahrenheit  Celsius Thermostat with Sensor for 3D Printer,Freezer,Fridge,Hatching ect (12 Volt)', 'Docooler&reg; Digital Temperature Controller Thermocouple with Sensor (-58~194&deg;F) 10A 110V', 'PowerSmith PAVC101 10 Amp Ash Vacuum', 'Koch 7640040 Roller Chain Offset Link, 4-Pack, 40', 'T-fal C51407 Excite Nonstick Thermo-Spot Dishwasher Safe Oven Safe PFOA Free Fry Pan Cookware, 12-Inch, Red', 'T-fal C51402 Excite Nonstick Thermo-Spot Dishwasher Safe Oven Safe PFOA Free Fry Pan Cookware, 8-Inch, Red']","T-fal C51402 Excite Nonstick Thermo-Spot Dishwasher Safe Oven Safe PFOA Free Fry Pan Cookware, 8-Inch, Red","[819, 607, 1407, 414, 1248, 1249]",1250,"['<a_107><b_35><c_90>', '<a_107><b_35><c_79>', '<a_109><b_238><c_121>', '<a_71><b_74><c_245>', '<a_14><b_233><c_185>', '<a_14><b_233><c_0>']",<a_14><b_233><c_0>
16,A6921,"['Haylard Health Purple Nitrile Exam Gloves, Large, 100 Count', 'Karter Scientific 214T2, 3.3 Boro, Griffin Low Form, Glass Beaker Set - 3 Sizes - 50ml, 100ml, 250ml', 'Dixon BCN100 Brass Fitting, Hex Nipple, 1"" NPT Male', 'Spectra 360 Electrode Gel - Parker Laboratories - 60g (2oz) Tube - (Pack of 3)', 'Madison Supply, Premium Quality Fluoride Coated Medical Scissors, EMT and Trauma Shears 2 pack']",LOW ODOR DMSO Glass 8 oz Bottle 99.995% Pharma Grade Dimethyl Sulfoxide,"[1991, 1835, 100, 70, 2913]",771,"['<a_44><b_218><c_75>', '<a_94><b_144><c_130>', '<a_108><b_140><c_163>', '<a_44><b_4><c_0>', '<a_180><b_248><c_208>']",<a_150><b_188><c_0>
17,A5055,"['3M Virtua CCS Protective Eyewear 11872-00000-20, Foam Gasket, Anti Fog Lens, Clear', 'AcuRite 00613 Humidity Monitor with Indoor Thermometer, Digital Hygrometer and Humidity Gauge Indicator', 'AcuRite 00613 Humidity Monitor with Indoor Thermometer, Digital Hygrometer and Humidity Gauge Indicator', 'AcuRite 00613 Humidity Monitor with Indoor Thermometer, Digital Hygrometer and Humidity Gauge Indicator', 'Kreg SK03 Pocket-Hole Screw Kit in 5 Sizes', 'ProTapes Pro Duct 100 PE-Coated Cloth Economy Duct Tape, 60 yds Length x 2"" Width, Black (Pack of 1)']",GemRed 82413 Digital Protractor Angle Finder Gauge Inclinometer with Backlight and Magnetic Base IP65,"[1008, 181, 181, 182, 359, 567]",509,"['<a_180><b_11><c_69>', '<a_107><b_93><c_0>', '<a_107><b_93><c_0>', '<a_107><b_93><c_0>', '<a_224><b_163><c_205>', '<a_202><b_62><c_99>']",<a_17><b_203><c_23>
18,A541,"['Install Bay RVBC 22/18-Gauge Vinyl Connector, Red (100-Bag)', 'Plymor 3"" x 5"", 4 Mil (Pack of 100) Heavy Duty Plastic Reclosable Zipper Bags', 'TS-836A Plug Power Meter Energy Voltage Amps Electricity Usage Monitor,Reduce Your Energy Costs', 'Parts Express Nickel Plated Pin Switch w/Polycarb Plunger and Rubber Boot', 'Master Lock Strap, 12 ft. Long Lashing Strap, 3060DAT (Pack of 2)', 'Kerick Valve MA252 PVC Mini Float Valve, Tank Mount, Adjustable Arm, 1.5 gpm at 60 psi, 1/4"" Tube', 'Forney 72757 Wire Cup Brush, Knotted with 5/8-Inch-11 Threaded Arbor, 2-3/4-Inch-by-.020-Inch', 'Forney 70451 Wire Rope, Vinyl Coated Aircraft Cable, 250-Feet-by 3/32-Inch thru 3/16-Inch', 'Inkbird ITC-1000 Dual Stage Digital Temperature Controller Fahrenheit  Celsius Thermostat with Sensor for 3D Printer,Freezer,Fridge,Hatching ect (110 Volt)', 'ABN Titanium Step Drill Bit &ndash; 10 Steps from 1/4""-1-3/8"" Inches for Plastic, Wood, Metal &ndash; Steel, Brass, Aluminum, Copper']","ABN 180 Piece SAE Rubber Grommet Assortment 7/8&rdquo;, 5/8&rdquo;, 5/16&rdquo;, 7/16&rdquo;, 3/8&rdquo;, &frac14;&rdquo;, &frac12;&rdquo;, and 1 Inch Sizes","[951, 1516, 1700, 1701, 245, 1702, 582, 1193, 1703, 1357]",1704,"['<a_67><b_140><c_2>', '<a_210><b_219><c_63>', '<a_36><b_18><c_107>', '<a_236><b_3><c_174>', '<a_71><b_106><c_76>', '<a_197><b_113><c_175>', '<a_193><b_178><c_176>', '<a_71><b_119><c_9>', '<a_107><b_35><c_115>', '<a_17><b_100><c_131>']",<a_17><b_0><c_125>
19,A908,"['Scotch Heavy Duty Shipping Packaging Tape, 3"" Core, 1.88"" x 54.6 Yards, 6-Rolls (3850-6)', 'TEKTON 7609 Telescoping Lighted Inspection Mirror', 'Philips Sonicare Hx3631/03 Powerup Battery Toothbrush, Orange', 'Glass Erlenmeyer Flask Set - 3 Sizes - 50, 150 and 250ml, Karter Scientific 214U2', 'Gardner Bender 19-001 WireGard Screw-On Wire Connectors, 22-16 AWG, Electrical Wire Nut, 14 pk, Grey']","Shark Welding 26-6M Shark 3-Inch by 1/32-Inch by 3/8-Inch Cut-Off Wheel with Mandrel, 6-Pack.","[77, 998, 481, 2254, 521]",1343,"['<a_202><b_162><c_47>', '<a_180><b_116><c_95>', '<a_24><b_203><c_125>', '<a_94><b_189><c_188>', '<a_67><b_106><c_113>']",<a_193><b_233><c_195>
20,A7036,"['HATCHBOX PLA 3D Printer Filament, Dimensional Accuracy +/- 0.03 mm, 1 kg Spool, 1.75 mm, Black']",Inland 1.75mm Orange PLA 3D Printer Filament - 1kg Spool (2.2 lbs),[562],3546,['<a_223><b_198><c_37>'],<a_158><b_72><c_76>
21,A5693,"['WypAll 41083 X60 Cloths, 1/4 Fold, 12 1/2 x 10, White, 70 per Pack (Case of 8 Packs)', 'Gorilla 6100101 Tape Handy Roll, 1-Pack, Black', 'Pac-Kit by First Aid Only 13-125 First Aid/Burn Cream, 0.9 gm Packet (Box of 25)', 'Pac-Kit by First Aid Only 5-910 Self-Adhering Cohesive Wrap, 5 yds Length x 1"" Height', 'Pac-Kit by First Aid Only 21-770 Disposable Thermometer (Box of 10)', 'First Aid Only Splinter Out, 10 Per Box', 'Titan Tools 11185 Telescoping Inspection Mirror', 'Superior Pump 99555 Universal Check Valve, Plastic, Fits all 1-1/4-Inch or 1-1/2-Inch MIP or FIP', 'GT-5000 (6 Strips) Grip Tape for guns, cell phones, cameras, knives, tools - makes anything ""Grippy']","Think Safe 1095TS 7"" Trauma Shear","[1241, 125, 2785, 2316, 2827, 2793, 14, 1579, 1487]",2530,"['<a_210><b_134><c_255>', '<a_202><b_52><c_122>', '<a_44><b_227><c_40>', '<a_122><b_179><c_210>', '<a_44><b_200><c_179>', '<a_44><b_124><c_167>', '<a_180><b_48><c_25>', '<a_108><b_28><c_178>', '<a_206><b_68><c_58>']",<a_44><b_182><c_228>
22,A266,"['Shop-Vac 90686 2.5-Inch Hose Coupling', 'Kreg SML-C125-100 1-1/4-Inch 8-Coarse Washer-Head Pocket Screws, 100-Count', 'PSI LCENTLT2 No. 2MT Heavy Duty Live Tailstock Center', '4 Pack Caster Wheels Swivel Plate Stem Brake Casters On Red Polyurethane Wheels (4 inch with brake)']","X-Treme Tape TPE-XZLCLR Silicone Rubber Self Fusing Tape, 1"" x 10', Triangular, Clear","[344, 387, 78, 43]",950,"['<a_159><b_47><c_150>', '<a_224><b_163><c_173>', '<a_159><b_172><c_75>', '<a_87><b_0><c_203>']",<a_202><b_198><c_218>
23,A367,"['Scott Kimberly-Clark 75190 Shop Towels, 10"" x 12"", Blue', 'Eclectic Supply B36-24 Cobalt Glass Bottles with Glass Eye Dropper, 1 oz Capacity, Blue (Pack of 24)', 'Adenna DLG675 Dark Light 9 mil Nitrile Powder Free Exam Gloves (Black, Medium) Box of 100', 'Eagle 1654 Yellow Blow-Molded HDPE Salvage Drum with Metal Ring Lever-Lock Lid, 20 gallon Capacity, 21"" Height, 21"" Diameter']","2-P10KIT Available 2-P10 Adhesive Kit, Clear","[1009, 385, 1043, 72]",1284,"['<a_206><b_233><c_23>', '<a_150><b_14><c_0>', '<a_44><b_71><c_57>', '<a_206><b_120><c_196>']",<a_99><b_190><c_233>
24,A7491,"['3D Solutech Real Black 3D Printer PLA Filament 1.75MM Filament, Dimensional Accuracy +/- 0.03 mm, 2.2 LBS (1.0KG) - PLA175RBLK']","3D Solutech Real White 3D Printer PLA Filament 1.75MM Filament, Dimensional Accuracy +/- 0.03 mm, 2.2 LBS (1.0KG)",[3112],2697,['<a_223><b_80><c_3>'],<a_223><b_80><c_159>
25,A3427,"['White SiliconeTubing, 1/2""ID, 3/4""OD, 1/8""Wall, 25\' Length']","White SiliconeTubing, 3/16""ID, 1/4""OD, 1/32"" Wall, 10' Length",[93],94,['<a_228><b_158><c_82>'],<a_228><b_158><c_11>
26,A3151,"['5 Pcs 50mm x 50mm Right Angle Stainless Steel Corner Bracket', 'Neiko 01409A Electronic Digital Caliper with Extra Large LCD Screen | 0 - 12 Inches | Inch/Fractions/Millimeter Conversion', 'HATCHBOX PLA 3D Printer Filament, Dimensional Accuracy +/- 0.03 mm, 1 kg Spool, 1.75 mm, Black', 'HATCHBOX PLA 3D Printer Filament, Dimensional Accuracy +/- 0.03 mm, 1 kg Spool, 1.75 mm, Red', 'HATCHBOX PLA 3D Printer Filament, Dimensional Accuracy +/- 0.03 mm, 1 kg Spool, 1.75 mm, Yellow', 'HATCHBOX PLA 3D Printer Filament, Dimensional Accuracy +/- 0.03 mm, 1 kg Spool, 1.75 mm, Green', 'HATCHBOX PLA 3D Printer Filament, Dimensional Accuracy +/- 0.03 mm, 1 kg Spool, 1.75 mm, Blue']","HATCHBOX ABS 3D Printer Filament, Dimensional Accuracy +/- 0.03 mm, 1 kg Spool, 1.75 mm, Black","[3303, 84, 562, 1850, 1851, 164, 50]",2472,"['<a_71><b_85><c_124>', '<a_104><b_186><c_66>', '<a_223><b_198><c_37>', '<a_223><b_198><c_182>', '<a_223><b_198><c_9>', '<a_223><b_20><c_165>', '<a_223><b_198><c_36>']",<a_223><b_198><c_6>
27,A1344,"['Personalized Office Name Plate With Wall or Desk Holder - 2x8 - CUSTOMIZE', 'Arctic Silver 5 AS5-3.5G Thermal Paste', 'Seek Thermal Compact Imager for iOS-Apple', 'Premium Life Hemostat Kelly Curved Forceps', 'Premium Life 5.5"" KELLY Hemostat FORCEPS (Straight)', 'Kimberly-Clark Professional 55083 PURPLE NITRILE Exam Gloves, 242 mm Length, Large, Purple (Box of 100)', 'Pexflow 405P012-NL Full Port PEX Barb Ball Valve Water Shut Off with Drain, 1/2"", Brass', '3M(TM) Performance Plus(TM) Wire Connector O/B+JUG, 500/jug', 'Yueton&reg; 100pcs Yellow 12/10-Gauge Economy Nylon Male Fully-Insulated Quick Disconnects Wiring Spade Wire Crimp Terminal', 'Dynarex 4110-B Disposable Scalpels, Sterile, Number 10, 10/bx']","Rubbermaid Commercial FGH136000000 Invader Side-Gate Wet Mop, Vinyl-Covered Aluminum Handle, 60-inch","[898, 395, 1466, 2134, 2713, 677, 2101, 1207, 2617, 2086]",2165,"['<a_71><b_143><c_185>', '<a_79><b_24><c_40>', '<a_36><b_64><c_122>', '<a_180><b_240><c_252>', '<a_52><b_237><c_26>', '<a_44><b_46><c_248>', '<a_108><b_104><c_128>', '<a_67><b_123><c_61>', '<a_67><b_23><c_20>', '<a_180><b_183><c_220>']",<a_24><b_9><c_4>
28,A730,"['Prestige Medical Fluoride Scissor, Black, 7 1/2 Inch', 'Senco A209909 18-Gauge-by-1-2-Inch Electro Galvanized Variety Pack Brads', 'Kreg SML-C125-100 1-1/4-Inch 8-Coarse Washer-Head Pocket Screws, 100-Count', 'Kreg SML-C150-100 Pocket Screws 1-1/2-Inch, 8 Coarse, Washer-Head, 100-Count', 'Kreg SML-C2 2-Inch Washer Head #8 Coarse Pocket Screws, 50 Count', 'Miller Electric 229895 Gage, Wire Metal Sizes']","TDS Meter, Dr.meter TDS-3C Water Quality TDS Tester 0-9990 ppm Range 1 ppm Resolution +/- 2% Accuracy","[1531, 391, 387, 908, 1985, 415]",2015,"['<a_180><b_41><c_58>', '<a_42><b_74><c_200>', '<a_224><b_163><c_173>', '<a_224><b_163><c_54>', '<a_224><b_172><c_198>', '<a_104><b_251><c_25>']",<a_107><b_186><c_141>
29,A4888,"['Dap 7079812343 Drydex 5.5 Oz 6Pk Raw Building Material, 5.5-Ounce, Pink/White', 'Signstek 3D Printer MK2 MK3 Heated Bed Tempered Borosilicate Glass Plate 213x200x3mm', 'AcuRite 00613 Humidity Monitor with Indoor Thermometer, Digital Hygrometer and Humidity Gauge Indicator']","AcuRite 00613 Humidity Monitor with Indoor Thermometer, Digital Hygrometer and Humidity Gauge Indicator","[609, 2151, 181]",181,"['<a_244><b_136><c_142>', '<a_91><b_115><c_103>', '<a_107><b_93><c_0>']",<a_107><b_93><c_0>
30,A5526,"['FE455 Rubber Stopper- Size 8- Drilled', 'Koehler Enterprises KE20BX 10 Piece Hose Clamp Box (Size SAE 20)', 'Funnel, Regular stem, glass, 50 OD x 50mm stem', 'SEOH Micro Borosilicate Glass Graduated Beakers (5ml, 10ml and 25ml)', 'Ginsco 100pcs Insulated Heat Shrink Waterproof Butt Connectors Wire electrical 10-22 AWG Kit', 'URBEST 530 Pcs 2:1 Heat Shrink Tubing Tube Sleeving Wrap Cable Wire 5 Color 8 Size']","HBD Thermoid NBR/PVC SAE30R6 Fuel Line Hose, 3/8"" x 25' Length, 0.375"" ID, Black","[3028, 803, 1953, 3528, 1582, 176]",850,"['<a_108><b_247><c_195>', '<a_71><b_204><c_57>', '<a_94><b_221><c_88>', '<a_94><b_40><c_253>', '<a_67><b_243><c_152>', '<a_17><b_80><c_8>']",<a_79><b_169><c_0>
31,A7191,"['OCR 2.54mm Pitch Dual Row DIP IC Sockets Solder Type Adaptor Set 6,8,14,16,18,24,28,40 Pin Electronic Components Socket Adapter Connector 100pcs', 'RMP .125 3003 H14 Aluminum Sheet 12"" x 12', 'Gardner Bender TK-175 Electrical Solderless Terminal Kit']","Loc-Line Coolant Hose Assembly Kit, Acetal Copolymer, 7 Piece, 1/4"" Coolant Hose ID","[2879, 1305, 1422]",2202,"['<a_73><b_191><c_28>', '<a_251><b_111><c_10>', '<a_67><b_177><c_254>']",<a_228><b_23><c_31>
