,user_id,history_item_title,item_title,history_item_id,item_id,history_item_sid,item_sid
2276,A5730,"['Chemical Guys ACC_121.32HD Chemical Resistant Heavy Duty Bottle and Sprayer (32 oz)', 'HM Digital 1000ppm TDS Calibration Solution', 'HM Digital C342 TDS and EC Calibration Solution, 342 ppm (NaCl), 90 ml Volume', 'Personalized Office Name Plate With Wall or Desk Holder - 2x8 - CUSTOMIZE']","Rubbermaid Commercial Products FG295673BLUE Plastic Resin Deskside Recycling Can, 7 Gallon/28 Quart, Blue Recycling Symbol (Pack of 12)","[515, 2745, 2321, 898]",713,"['<a_150><b_132><c_2>', '<a_107><b_135><c_157>', '<a_107><b_183><c_251>', '<a_71><b_143><c_185>']",<a_210><b_201><c_191>
2277,A6347,"['Century Drill and Tool 95107 Coarse Plug Hand Tap, 3/8-16', 'Ribbed Plastic Drywall Anchor Kit with Screws and Masonry Drill Bit, #10-12 x 1', 'Hilitchi 100pcs 16-14 Gauge Butt Insulated Splice Terminals Electrical Wire Crimp Connectors (Blue / 16-14AWG)', 'Ginsco 160pcs Nylon Fully Insulated Male / Female Spade Wire Crimp Quick Disconnects Wire Terminals Connector Set', 'Gardner Bender 10-089 WingGard Twist-On Wire Connectors, 14-6 AWG, Electrical Wire Nut, 50 pk, Blue', 'Gardner Bender 10-084 WingGard Wire Connector, 100 Pack, Yellow']","Anderson Metals Brass Hose Fitting, Union, 3/16"" x 3/16"" Barb","[410, 569, 3644, 2047, 2376, 1416]",1918,"['<a_224><b_88><c_0>', '<a_224><b_104><c_43>', '<a_67><b_160><c_9>', '<a_67><b_204><c_49>', '<a_67><b_106><c_2>', '<a_67><b_106><c_9>']",<a_108><b_244><c_1>
2278,A6146,"['Dremel EZ506CU 1-1/2-Inch Premium Metal Cutting Rotary Wheel', 'ColorConnex Coupler & Plug Kit (7 Piece), Industrial Type D, 1/4 in. NPT, Red - A73457D', 'uxcell a11111600ux0002 Amico 5 Pcs 608RS 8 x 22 x 7mm Shield Deep Groove Ball Bearings', 'Polyolefin 2:1 Heat Shrink Tubing 1/16, 1/8, 3/16, 1/4, 3/8, 1/2 , 3/4, 1 Inch', 'Cold Rolled Steel A513 Drawn Over Mandrel Round Tubing, ASTM A513, 1-1/4"" OD, 1.01"" ID, 0.12"" Wall, 72"" Length', 'Stainless Steel 304 Welded Round Tubing, 3/4"" OD, 0.652"" ID, 0.049"" Wall, 72"" Length']","ATP Vinyl-Flex PVC Food Grade Plastic Tubing, Clear, 3/16"" ID x 5/16"" OD, 100 feet Length","[365, 201, 2936, 3296, 728, 1200]",2606,"['<a_193><b_176><c_173>', '<a_67><b_185><c_54>', '<a_251><b_203><c_91>', '<a_228><b_61><c_3>', '<a_251><b_54><c_150>', '<a_251><b_54><c_0>']",<a_228><b_40><c_13>
2279,A350,"['Scott Kimberly-Clark 75190 Shop Towels, 10"" x 12"", Blue', '3M Scotch #35 Electrical Tape Value Pack (10457NA)']","3M Contractor Grade Pro Strength Duct Tape 3979 Silver, 1.88 in x 60 yd 8.0 mil, Individually Wrapped, Conveniently Packaged","[1009, 711]",156,"['<a_206><b_233><c_23>', '<a_202><b_218><c_109>']",<a_202><b_160><c_168>
2280,A2203,"['J-B Weld 8265S Original Cold-Weld Steel Reinforced Epoxy - 2 oz.', 'Anderson Metals 57001-0402 Brass Hose Fitting, Adapter, 1/4"" Barb x 1/8"" NPT Male Pipe', 'Gear Aid Aquaseal FD Flexible Repair Adhesive for Outdoor Gear and Vinyl, Clear Glue', 'Digital Clamp Meter AC/DC Auto-Ranging 600 Amp Measures Voltage, Resistance, Temp, More Klein Tools CL800']","Irwin Tools 2629- 3 Piece High Carbon Steel- Tap 5/16"" - 24 NF","[675, 800, 1569, 2619]",1152,"['<a_165><b_59><c_69>', '<a_108><b_88><c_113>', '<a_122><b_70><c_106>', '<a_36><b_8><c_154>']",<a_224><b_140><c_169>
2281,A206,"['Kreg SK03 Pocket-Hole Screw Kit in 5 Sizes', 'DEWALT DW4528 4-1/2-Inch by 1/8-Inch by 7/8-Inch Concrete/Masonry Cutting Wheel']","The Hillman Group 41429 Round Head Toggle Bolt, 1/4-Inch x 4-Inch, 5-Pack","[359, 328]",795,"['<a_224><b_163><c_205>', '<a_193><b_67><c_9>']",<a_224><b_47><c_183>
2282,A4885,"['Gorilla Tape, White Duct Tape, 1.88"" x 30 yd, White, (Pack of 1)', 'AcuRite 00613 Humidity Monitor with Indoor Thermometer, Digital Hygrometer and Humidity Gauge Indicator', 'AcuRite 00613 Humidity Monitor with Indoor Thermometer, Digital Hygrometer and Humidity Gauge Indicator']","Polar Ice PI125200CT 125 Count Plastic Jello Shot Cups with Lids, 2-Ounce","[451, 181, 181]",231,"['<a_202><b_52><c_151>', '<a_107><b_93><c_0>', '<a_107><b_93><c_0>']",<a_14><b_227><c_130>
2283,A6880,"['Anytime Tools 1-2-3 Blocks Matched Pair Hardened Steel 1 Hole (1""x2""x3"") 123 Set Precision Machinist Milling', 'Dry-Packs DP45PLASTIC-10pk 45gm Indicating Silica Gel Hard Plastic Canister, Pack of 10', 'URBEST HH52P AC 24V Coil DPDT 8 Pins Electromagnetic Power Relay w DYF08A Base', 'Cast Corner Bracket for 20mm Aluminum Extrusion 20x20x17mm (Pack of 10)']","Proto-pasta CFP11705 The Original Carbon Fiber Spool , PLA 1.75 mm, 500 g , Black","[663, 2914, 2972, 3268]",2204,"['<a_159><b_90><c_206>', '<a_170><b_143><c_100>', '<a_236><b_33><c_106>', '<a_71><b_223><c_103>']",<a_223><b_89><c_223>
2284,A4880,"['Sparco Sealing Tape Transparent Heavy Duty, 48mm x 50m, 6 Rolls (60041)', 'Miller Electric 229895 Gage, Wire Metal Sizes', 'AcuRite 00613 Humidity Monitor with Indoor Thermometer, Digital Hygrometer and Humidity Gauge Indicator']","AcuRite 00613 Humidity Monitor with Indoor Thermometer, Digital Hygrometer and Humidity Gauge Indicator","[1210, 415, 181]",181,"['<a_202><b_46><c_193>', '<a_104><b_251><c_25>', '<a_107><b_93><c_0>']",<a_107><b_93><c_0>
2285,A4880,"['Sparco Sealing Tape Transparent Heavy Duty, 48mm x 50m, 6 Rolls (60041)', 'Miller Electric 229895 Gage, Wire Metal Sizes', 'AcuRite 00613 Humidity Monitor with Indoor Thermometer, Digital Hygrometer and Humidity Gauge Indicator', 'AcuRite 00613 Humidity Monitor with Indoor Thermometer, Digital Hygrometer and Humidity Gauge Indicator', 'AcuRite 00613 Humidity Monitor with Indoor Thermometer, Digital Hygrometer and Humidity Gauge Indicator']","Industrial & Scientific"" />","[1210, 415, 181, 181, 182]",835,"['<a_202><b_46><c_193>', '<a_104><b_251><c_25>', '<a_107><b_93><c_0>', '<a_107><b_93><c_0>', '<a_107><b_93><c_0>']",<a_15><b_113><c_3>
2286,A3408,"['Nicholson File and Rasp Cleaner, 10"" Length (Pack of 1)', 'JVCC EL7566-AW Synthetic Rubber Electrical Tape, 3 in. x 66 ft. (72mm x 20m), Black', 'OOK 50683 1-1/4-Inch Vinyl Mug Hooks Tidy Tins, White, 15-Piece (1 Pack)', 'General Tools 196 Hand Reamer And Countersink, 3/4-Inch', 'Kreg SML-C2B-250 Blue-Kote Weather Resistant Pocket Hole Screws - 2"", 8 Coarse, Washer Head, 250 count']",Ginsco 160pcs Nylon Fully Insulated Male / Female Spade Wire Crimp Quick Disconnects Wire Terminals Connector Set,"[510, 155, 2591, 1118, 721]",2047,"['<a_193><b_240><c_248>', '<a_202><b_249><c_24>', '<a_14><b_249><c_252>', '<a_193><b_19><c_114>', '<a_224><b_230><c_193>']",<a_67><b_204><c_49>
2287,A5346,"['Fowler 54-101-150-2 Xtra-Value Cal Electronic Caliper, Stainless Steel, 0 to 6""/0 to 150mm Measuring Range, 0.0005""/0.01mm Resolution, LCD', 'Fowler 54-101-150-2 Xtra-Value Cal Electronic Caliper, Stainless Steel, 0 to 6""/0 to 150mm Measuring Range, 0.0005""/0.01mm Resolution, LCD', 'Lightobject ETC-JLD612-A Dual Display PID Temperature Controller']","iGaging ABSOLUTE ORIGIN 0-6"" Digital Electronic Caliper - IP54 Protection/Extreme Accuracy","[2094, 2094, 3300]",266,"['<a_17><b_180><c_0>', '<a_17><b_180><c_0>', '<a_153><b_61><c_214>']",<a_104><b_60><c_152>
2288,A6623,"['(2 Pack) Petrol Gel Food Grade Equipment LubricantNSF (2/4 oz. Tube)', 'Etekcity Lasergrip 774 Non-contact Digital Laser Infrared Thermometer Temperature Gun -58~ 716 (-50 ~ 380), Yellow and Black', 'Pac-Kit by First Aid Only 12-080 BZK First Aid Antiseptic Towelette (Box of 25)', 'Transfer Pipette, 3.0ml Graduated, 5.0ml Capacity, Large Bulb, 155mm, Karter Scientific 206H3 (Pack of 100)', 'LulzBot Mini Desktop 3D Printer', 'Soyan 3D Pen for Arts and Crafts, 3D Molding, Sculpting and Doodling, Perfect Gift for Kids (Gray)', 'PURE Potassium Hydroxide Flakes - 2 LB (Caustic Potash Anhydrous KOH Dry)']","Gizmo Dorks 3mm (2.85mm) ABS Filament 1kg / 2.2lb for 3D Printers, Black","[3420, 159, 2427, 3256, 2750, 2061, 3356]",3461,"['<a_173><b_148><c_224>', '<a_107><b_90><c_68>', '<a_44><b_197><c_182>', '<a_94><b_69><c_3>', '<a_223><b_30><c_160>', '<a_158><b_21><c_210>', '<a_66><b_38><c_249>']",<a_223><b_159><c_2>
2289,A4904,"['213C2 Karter Scientific Glass Graduated Cylinder 3 Piece Set 10, 50 & 100ml', 'Karter Scientific 213A2 Borosilicate Glass Low Form Glass Beaker, 50/100/250/500/1000 mL (Pack of 5)', 'AcuRite 00613 Humidity Monitor with Indoor Thermometer, Digital Hygrometer and Humidity Gauge Indicator']","AcuRite 00613 Humidity Monitor with Indoor Thermometer, Digital Hygrometer and Humidity Gauge Indicator","[824, 232, 181]",181,"['<a_94><b_75><c_129>', '<a_94><b_163><c_50>', '<a_107><b_93><c_0>']",<a_107><b_93><c_0>
2290,A6175,"['TEMCo 3/4"" Marine Heat Shrink Tube 3:1 Adhesive Glue Lined 4 ft RED', 'Loos Cableware AN100-C4 Stainless Steel Thimble for 3/32"" and 1/8"" Diameter Wire Rope (10 Piece)', 'BQLZR M4 Stainless Steel 304 Hook & Eye Turnbuckle Wire Rope Tension Pack Of 5']","TEMCo 3/4"" Marine Heat Shrink Tube 3:1 Adhesive Glue Lined 4 ft BLACK","[2311, 809, 649]",3312,"['<a_228><b_198><c_249>', '<a_67><b_108><c_20>', '<a_17><b_118><c_175>']",<a_228><b_198><c_25>
2291,A7275,"['HATCHBOX PLA 3D Printer Filament, Dimensional Accuracy +/- 0.03 mm, 1 kg Spool, 1.75 mm, Red', 'HATCHBOX ABS 3D Printer Filament, Dimensional Accuracy +/- 0.03 mm, 1 kg Spool, 1.75 mm, Black', 'HATCHBOX PLA 3D Printer Filament, Dimensional Accuracy +/- 0.03 mm, 1 kg Spool, 1.75 mm, White', 'Cutequeen 750 pcs,30 Values Resistor Kit x 25pcs =750 pcs (10 Ohm - 1M Ohm) 1/4W Metal Film Resistors Assortment', 'SCStyle 5 Meters GT2 2mm Pitch 6mm Wide Timing Belt for 3D Printer CNC', 'Genuine E3D V6 Extra Nozzle - 1.75mm x 0.40mm (V6-NOZZLE-175-400)', 'HATCHBOX PETG 3D Printer Filament, Dimensional Accuracy +/- 0.03 mm, 1 kg Spool, 1.75 mm, Red', '6PCS x Custom Machined All Metal Heatbreak for V6 RepRap 3D Printer Hotend 1.75mm and Clones', 'ProSpec PLA - Emerald - Beautiful Gemstone - Performance Grade 3D Printer Filament - 2.85mm - 2.2LB / 1kg', 'eSUN 1.75mm Red PLA PRO (PLA+) 3D Printer Filament 1KG Spool (2.2lbs), Red, (Pantone 485C)']","HATCHBOX PLA 3D Printer Filament, Dimensional Accuracy +/- 0.03 mm, 1 kg Spool, 1.75 mm, Yellow","[1850, 2472, 1847, 2393, 3470, 2917, 3670, 3088, 3680, 3619]",1851,"['<a_223><b_198><c_182>', '<a_223><b_198><c_6>', '<a_223><b_20><c_170>', '<a_73><b_143><c_188>', '<a_23><b_192><c_221>', '<a_91><b_86><c_74>', '<a_223><b_72><c_76>', '<a_91><b_129><c_159>', '<a_223><b_193><c_230>', '<a_223><b_144><c_30>']",<a_223><b_198><c_9>
2292,A7076,"['Monoprice ABS 3D Printer Filament - White - 1kg Spool, 1.75mm Thick | For All ABS Compatible Printers', 'Monoprice ABS 3D Printer Filament - White - 1kg Spool, 1.75mm Thick | For All ABS Compatible Printers', 'Micro Swiss All Metal Hotend with SLOTTED Cooling Block for Wanhao i3']","Monoprice ABS 3D Printer Filament - White - 1kg Spool, 1.75mm Thick | For All ABS Compatible Printers","[2156, 2156, 2727]",2156,"['<a_223><b_78><c_229>', '<a_223><b_78><c_229>', '<a_91><b_195><c_227>']",<a_223><b_78><c_229>
2293,A7303,"['HATCHBOX PLA 3D Printer Filament, Dimensional Accuracy +/- 0.03 mm, 1 kg Spool, 1.75 mm, Green', '3D Solutech Teal Blue 3D Printer PLA Filament 1.75MM Filament, Dimensional Accuracy +/- 0.03 mm, 2.2 LBS (1.0KG)', 'HATCHBOX 1 Spool 3D Printer Filament Tabletop Wall Mount Rack', 'FlashForge Finder 3D Printers with Cloud, Wi-Fi, USB cable and Flash drive connectivity']",Foreasy 3D Printer Tool 3D Print Removal Tool Enhanced Version Set of 2,"[164, 1552, 51, 2933]",563,"['<a_223><b_20><c_165>', '<a_223><b_80><c_114>', '<a_223><b_29><c_58>', '<a_197><b_170><c_216>']",<a_223><b_59><c_60>
2294,A2625,"['Olympia Tools 38-644 5-Inch Open End Multi-Purpose Vise', 'Dap 00680 Bathtub Silicone Rubber Caulk 2.8-Ounce, White', 'Dap 00680 Bathtub Silicone Rubber Caulk 2.8-Ounce, White', 'General Electric GE360 Kitchen and Bath  Silicone I Caulk, 2.8-Ounce, Clear']","Gorilla Heavy Duty Construction Adhesive, 9 ounce Cartridge, White","[35, 2079, 2079, 531]",529,"['<a_193><b_69><c_243>', '<a_244><b_35><c_177>', '<a_244><b_35><c_177>', '<a_244><b_191><c_143>']",<a_165><b_107><c_28>
2295,A7426,"['FlashForge Finder 3D Printers with Cloud, Wi-Fi, USB cable and Flash drive connectivity', 'Filabot ABS 3D Printing Smoothing Pen', 'High Lubricity Wear Resistant Nozzle Upgrade MK10 0.4 mm (For FlashForge, Wanhao D4 and i3, Dremel)', 'SainSmart 1.75 Aluminum Metal 1.75 mm Filament for 3D Printing, 0.5 kg/1.1 lb.', 'PTFE Teflon Bowden Tube for 1.75 Filament (2.0mm ID/4.0mm OD) &ndash; White Connector Tubing for 3D Printer - 2.0 Meters', 'BlueFire 7mm 5M Android OTG Endoscope Tube for Phones with OTG and UVC Function']",Inland 1.75mm Black PLA 3D Printer Filament - 1kg Spool (2.2 lbs),"[2933, 3059, 3406, 3540, 2730, 2791]",2912,"['<a_197><b_170><c_216>', '<a_223><b_132><c_123>', '<a_91><b_178><c_90>', '<a_223><b_160><c_9>', '<a_223><b_147><c_197>', '<a_180><b_185><c_53>']",<a_158><b_72><c_141>
2296,A3852,"['Bare Copper Wire, Bright, 16 AWG, 0.05"" Diameter, 125\' Length (Pack of 1)', 'Bare Copper Wire, Bright, 14 AWG, 0.064"" Diameter, 80\' Length (Pack of 1)', 'Bostitch BTFP72326 Regulator and Gauge Kit with 1/4-Inch NPT Thread', 'Xuron 2193 Wire Shear']","Bare Copper Wire, Bright, 12 AWG, 0.08"" Diameter, 50' Length (Pack of 1)","[2867, 1839, 419, 2499]",1887,"['<a_228><b_85><c_88>', '<a_228><b_85><c_75>', '<a_108><b_75><c_97>', '<a_42><b_250><c_87>']",<a_228><b_85><c_197>
2297,A971,"['1-7/8 in. Wide Duct Tape, Indoor Silver General Purpose, 60 yards', 'Philips Sonicare Easy Clean Sonic Electric Toothbrush', 'Gorilla 2 Part Epoxy, 5 Minute Set, .85 ounce Syringe, Clear', 'FiberFix 10x Tape- 10x Stonger Than Duct Tape- Weight Bearing Untearable Water Resistant Repair Tape', 'Colgate Cavity Protection Toothpaste with Fluoride - 1 ounce (24 Pack)', 'Frost King Available R534H Sponge Rubber Foam Tape 5/16-Inch, Black, 3/4"" W, 5/16"" T, 10 ft L', 'Star brite Outdoor Furniture Cleaner (51932) All-Surface Cleaner Spray - 32 oz', 'T-fal C51407 Excite Nonstick Thermo-Spot Dishwasher Safe Oven Safe PFOA Free Fry Pan Cookware, 12-Inch, Red']","T-fal C51402 Excite Nonstick Thermo-Spot Dishwasher Safe Oven Safe PFOA Free Fry Pan Cookware, 8-Inch, Red","[1223, 1668, 57, 1134, 150, 1433, 2172, 1248]",1249,"['<a_202><b_58><c_3>', '<a_197><b_165><c_141>', '<a_165><b_247><c_68>', '<a_122><b_121><c_22>', '<a_66><b_78><c_36>', '<a_202><b_16><c_147>', '<a_66><b_107><c_142>', '<a_14><b_233><c_185>']",<a_14><b_233><c_0>
2298,A6750,"['Kerick Valve MA252 PVC Mini Float Valve, Tank Mount, Adjustable Arm, 1.5 gpm at 60 psi, 1/4"" Tube', 'AcuRite 00613 Humidity Monitor with Indoor Thermometer, Digital Hygrometer and Humidity Gauge Indicator', 'Dr.Meter 0.01pH High Accuracy Pocket Size pH Meter with ATC Backlit 0-14 pH Measurement Range', 'IRWIN Tools Magnetic Angle Locator (1794488)']","Miller Electric 229895 Gage, Wire Metal Sizes","[1702, 182, 2502, 2935]",415,"['<a_197><b_113><c_175>', '<a_107><b_93><c_0>', '<a_107><b_186><c_209>', '<a_15><b_73><c_23>']",<a_104><b_251><c_25>
2299,A6697,"['Spectra PAR12-02 Parker Laboratories 360 Electrode Gel, 2 oz. Tube', 'Philips Sonicare HealthyWhite+ electric rechargeable toothbrush, HX8911', 'Shoe GOO&reg; Adhesive, 3.7 fl oz', 'Bob Smith Industries BSI-157H Maxi Cure/Insta-Set Combo Pack (3 oz. Combined)']","Rockler Cyanoacrylate Quick-Set Medium Adhesive, 4.5 oz Bottle","[1995, 269, 1788, 2096]",745,"['<a_44><b_4><c_61>', '<a_24><b_20><c_0>', '<a_122><b_52><c_0>', '<a_99><b_13><c_12>']",<a_165><b_187><c_171>
